pre,post,synapse_type,weight
SMBVL,PVPL,chemical,1
SMBVL,RMDVR,chemical,1
SMBVL,RMEV,chemical,20
SMBVL,SAADL,chemical,16
SMBVL,SIAVL,chemical,1
SMBVL,SMBDL,chemical,2
SMBVL,exc_gl,chemical,3
SMBVL,hyp,chemical,2
SMBVR,ADLR,chemical,2
SMBVR,AVHL,chemical,2
SMBVR,CEPVR,chemical,8
SMBVR,MDR04,chemical,1
SMBVR,MVR01,chemical,7
SMBVR,MVR02,chemical,3
SMBVR,MVR03,chemical,10
SMBVR,MVR04,chemical,12
SMBVR,MVR05,chemical,2
SMBVR,MVR06,chemical,12
SMBVR,MVR07,chemical,12
SMBVR,MVR08,chemical,5
SMBVR,MVR09,chemical,2
SMBVR,MVR10,chemical,2
SMBVR,MVR11,chemical,2
SMBVR,MVR12,chemical,2
SMBVR,MVR13,chemical,2
SMBVR,MVR14,chemical,2
SMBVR,MVR15,chemical,2
SMBVR,MVR16,chemical,1
SMBVR,PLNR,chemical,5
SMBVR,PVR,chemical,2
SMBVR,RIAR,chemical,1
SMBVR,RMDL,chemical,2
SMBVR,RMDR,chemical,3
SMBVR,RMEV,chemical,8
SMBVR,RMGR,chemical,3
SMBVR,SAADR,chemical,12
SMBVR,SIAVR,chemical,1
SMBVR,SMBDR,chemical,2
SMDDL,AVEL,chemical,1
SMDDL,AVER,chemical,1
SMDDL,MDL01,chemical,4
SMDDL,MDL02,chemical,3
SMDDL,MDL06,chemical,2
SMDDL,MDL07,chemical,1
SMDDL,MDR01,chemical,3
SMDDL,MDR04,chemical,1
SMDDL,MDR05,chemical,6
SMDDL,MDR06,chemical,2
SMDDL,MDR07,chemical,6
SMDDL,MDR08,chemical,8
SMDDL,MDR09,chemical,6
SMDDL,MDR10,chemical,6
SMDDL,MDR11,chemical,6
SMDDL,MDR12,chemical,6
SMDDL,MDR13,chemical,6
SMDDL,MDR14,chemical,6
SMDDL,MDR15,chemical,6
SMDDL,MDR16,chemical,2
SMDDL,MVL02,chemical,7
SMDDL,MVL03,chemical,7
SMDDL,RIAL,chemical,9
SMDDL,RIAR,chemical,14
SMDDL,RIML,chemical,2
SMDDL,RIMR,chemical,1
SMDDL,RIS,chemical,2
SMDDL,RIVR,chemical,1
SMDDL,RMDL,chemical,3
SMDDL,RMDR,chemical,1
SMDDL,SAAVR,chemical,1
SMDDL,SIADL,chemical,14
SMDDL,SIBDL,chemical,14
SMDDL,SMBDL,chemical,3
SMDDL,SMDDR,chemical,1
SMDDL,SMDVL,chemical,2
SMDDL,SMDVR,chemical,17
SMDDL,URYDL,chemical,1
SMDDR,AIZR,chemical,2
SMDDR,ALNL,chemical,1
SMDDR,ALNR,chemical,2
SMDDR,ASGL,chemical,1
SMDDR,ASJL,chemical,1
SMDDR,AVER,chemical,1
SMDDR,MDL02,chemical,3
SMDDR,MDL05,chemical,11
SMDDR,MDL06,chemical,4
SMDDR,MDL07,chemical,6
SMDDR,MDL08,chemical,8
SMDDR,MDL09,chemical,6
SMDDR,MDL10,chemical,6
SMDDR,MDL11,chemical,6
SMDDR,MDL12,chemical,6
SMDDR,MDL13,chemical,6
SMDDR,MDL14,chemical,6
SMDDR,MDL15,chemical,6
SMDDR,MDL16,chemical,2
SMDDR,MVL02,chemical,3
SMDDR,MVR02,chemical,6
SMDDR,MVR06,chemical,2
SMDDR,RIAL,chemical,5
SMDDR,RIAR,chemical,3
SMDDR,RIBL,chemical,1
SMDDR,RIMR,chemical,3
SMDDR,RIS,chemical,3
SMDDR,RIVL,chemical,1
SMDDR,RMDR,chemical,1
SMDDR,SIADR,chemical,14
SMDDR,SIBDR,chemical,14
SMDDR,SMBDR,chemical,3
SMDDR,SMDDL,chemical,4
SMDDR,SMDVL,chemical,5
SMDDR,hyp,chemical,2
SMDVL,ALNL,chemical,2
SMDVL,ALNR,chemical,6
SMDVL,CEPVR,chemical,1
SMDVL,IL2L,chemical,1
SMDVL,MDL01,chemical,3
SMDVL,MDL02,chemical,3
SMDVL,MVR02,chemical,7
SMDVL,MVR03,chemical,8
SMDVL,MVR05,chemical,15
SMDVL,MVR06,chemical,16
SMDVL,MVR07,chemical,15
SMDVL,MVR08,chemical,20
SMDVL,MVR09,chemical,15
SMDVL,MVR10,chemical,15
SMDVL,MVR11,chemical,15
SMDVL,MVR12,chemical,15
SMDVL,MVR13,chemical,15
SMDVL,MVR14,chemical,15
SMDVL,MVR15,chemical,15
SMDVL,MVR16,chemical,7
SMDVL,PLNL,chemical,6
SMDVL,PVR,chemical,1
SMDVL,RIAL,chemical,19
SMDVL,RIAR,chemical,31
SMDVL,RIBR,chemical,1
SMDVL,RIVL,chemical,6
SMDVL,RMDDR,chemical,3
SMDVL,SIADR,chemical,1
SMDVL,SIAVR,chemical,30
SMDVL,SIBVL,chemical,30
SMDVL,SMDDR,chemical,22
SMDVL,SMDVR,chemical,2
SMDVR,AIBR,chemical,1
SMDVR,AVAR,chemical,1
SMDVR,AVER,chemical,1
SMDVR,CEPVL,chemical,1
SMDVR,MVL02,chemical,9
SMDVR,MVL03,chemical,9
SMDVR,MVL04,chemical,5
SMDVR,MVL05,chemical,19
SMDVR,MVL06,chemical,14
SMDVR,MVL07,chemical,15
SMDVR,MVL08,chemical,19
SMDVR,MVL09,chemical,15
SMDVR,MVL10,chemical,15
SMDVR,MVL11,chemical,15
SMDVR,MVL12,chemical,15
SMDVR,MVL13,chemical,15
SMDVR,MVL14,chemical,15
SMDVR,MVL15,chemical,15
SMDVR,MVL16,chemical,7
SMDVR,PLNL,chemical,6
SMDVR,RIAL,chemical,24
SMDVR,RIAR,chemical,16
SMDVR,RIML,chemical,1
SMDVR,RIVR,chemical,1
SMDVR,RMDDL,chemical,3
SMDVR,RMED,chemical,9
SMDVR,SIAVL,chemical,30
SMDVR,SIBVR,chemical,30
SMDVR,SMDDL,chemical,14
SMDVR,SMDVL,chemical,1
SMDVR,VB1,chemical,1
URADL,IL1DL,chemical,4
URADL,MDL01,chemical,2
URADL,MDL02,chemical,7
URADL,MDL06,chemical,11
URADL,RIH,chemical,3
URADL,RIPL,chemical,12
URADL,RMEL,chemical,8
URADR,CEPshDR,chemical,1
URADR,IL1DR,chemical,3
URADR,MDR01,chemical,15
URADR,MDR02,chemical,5
URADR,MDR03,chemical,4
URADR,MDR04,chemical,4
URADR,MDR05,chemical,7
URADR,RIPR,chemical,16
URADR,RMER,chemical,1
URADR,URYDR,chemical,1
URAVL,AVER,chemical,1
URAVL,CEPVL,chemical,1
URAVL,DVC,chemical,1
URAVL,IL1L,chemical,3
URAVL,IL1VL,chemical,6
URAVL,MVL01,chemical,20
URAVL,MVL02,chemical,17
URAVL,MVL03,chemical,5
URAVL,RIBL,chemical,1
URAVL,RIPL,chemical,15
URAVL,RMDDL,chemical,7
URAVL,RMDVR,chemical,1
URAVL,RMEL,chemical,8
URAVL,RMER,chemical,3
URAVL,RMEV,chemical,10
URAVR,ADAR,chemical,1
URAVR,IL1R,chemical,2
URAVR,IL1VR,chemical,9
URAVR,IL2VR,chemical,3
URAVR,MVR02,chemical,14
URAVR,MVR03,chemical,7
URAVR,MVR04,chemical,18
URAVR,MVR06,chemical,1
URAVR,PVT,chemical,3
URAVR,RIH,chemical,1
URAVR,RIPR,chemical,13
URAVR,RMDDR,chemical,1
URAVR,RMDVL,chemical,1
URAVR,RMEL,chemical,1
URAVR,RMER,chemical,4
URAVR,RMEV,chemical,2
URAVR,URYVR,chemical,1
URBL,ADAL,chemical,3
URBL,AVBL,chemical,1
URBL,CEPDL,chemical,2
URBL,IL1L,chemical,10
URBL,OLLL,chemical,1
URBL,PVR,chemical,1
URBL,RICL,chemical,1
URBL,RICR,chemical,1
URBL,RMDDR,chemical,2
URBL,RMHR,chemical,5
URBL,SIADR,chemical,2
URBL,SIAVL,chemical,2
URBL,SMBDR,chemical,3
URBL,URBL,chemical,1
URBL,URXL,chemical,26
URBL,URYDL,chemical,1
URBR,ADAR,chemical,5
URBR,ADER,chemical,1
URBR,ADLR,chemical,2
URBR,AVBR,chemical,1
URBR,AVDL,chemical,1
URBR,CEPDR,chemical,1
URBR,CEPVR,chemical,4
URBR,IL1DR,chemical,2
URBR,IL1R,chemical,5
URBR,IL2R,chemical,3
URBR,OLLR,chemical,1
URBR,OLQDR,chemical,2
URBR,RICL,chemical,1
URBR,RICR,chemical,1
URBR,RMDL,chemical,1
URBR,RMDR,chemical,1
URBR,RMGR,chemical,8
URBR,SIADL,chemical,3
URBR,SIAVR,chemical,3
URBR,SIBDR,chemical,2
URBR,SIBVR,chemical,2
URBR,SMBDL,chemical,4
URBR,SMBVR,chemical,1
URBR,URXR,chemical,16
URXL,ADAL,chemical,6
URXL,ADFL,chemical,1
URXL,AIML,chemical,2
URXL,AIZL,chemical,1
URXL,ASHL,chemical,1
URXL,ASIL,chemical,1
URXL,AUAL,chemical,14
URXL,AVAL,chemical,1
URXL,AVBL,chemical,4
URXL,AVDR,chemical,1
URXL,AVEL,chemical,9
URXL,AVJR,chemical,4
URXL,BAGR,chemical,2
URXL,CEPDL,chemical,1
URXL,HSNR,chemical,1
URXL,IL1DL,chemical,2
URXL,IL2L,chemical,1
URXL,OLQVL,chemical,2
URXL,RIAL,chemical,15
URXL,RICL,chemical,8
URXL,RID,chemical,1
URXL,RIGL,chemical,6
URXL,RIR,chemical,1
URXL,RMGL,chemical,5
URXL,URXL,chemical,3
URXR,ADAR,chemical,1
URXR,ADFR,chemical,4
URXR,ADLR,chemical,3
URXR,AIMR,chemical,3
URXR,ALMR,chemical,1
URXR,AUAR,chemical,21
URXR,AVAR,chemical,2
URXR,AVBL,chemical,2
URXR,AVBR,chemical,3
URXR,AVER,chemical,2
URXR,AWBR,chemical,2
URXR,CEPDR,chemical,1
URXR,OLQVR,chemical,2
URXR,RIAR,chemical,20
URXR,RICR,chemical,3
URXR,RIFR,chemical,3
URXR,RIGR,chemical,7
URXR,RIPR,chemical,10
URXR,RIR,chemical,4
URXR,RMDDL,chemical,2
URXR,RMDR,chemical,8
URXR,RMGR,chemical,6
URXR,SIADL,chemical,2
URXR,SIAVR,chemical,4
URXR,SMBVR,chemical,7
URXR,URBR,chemical,8
URYDL,AIZL,chemical,1
URYDL,AVEL,chemical,1
URYDL,AVER,chemical,9
URYDL,IL1DL,chemical,3
URYDL,OLLL,chemical,3
URYDL,OLQDL,chemical,2
URYDL,RIBL,chemical,8
URYDL,RMDDR,chemical,15
URYDL,RMDVL,chemical,18
URYDL,SMDDL,chemical,2
URYDL,SMDDR,chemical,3
URYDR,AVBL,chemical,1
URYDR,AVEL,chemical,5
URYDR,AVER,chemical,2
URYDR,AWCL,chemical,1
URYDR,CEPDR,chemical,3
URYDR,GLRDR,chemical,2
URYDR,IL1DR,chemical,5
URYDR,MDR02,chemical,2
URYDR,OLQDR,chemical,1
URYDR,RIBR,chemical,1
URYDR,RMDDL,chemical,9
URYDR,RMDVR,chemical,12
URYDR,RMED,chemical,7
URYDR,SMDDL,chemical,11
URYDR,SMDVR,chemical,3
URYDR,URXR,chemical,1
URYVL,ADAL,chemical,1
URYVL,AVBR,chemical,1
URYVL,AVDR,chemical,2
URYVL,AVER,chemical,23
URYVL,AVJR,chemical,1
URYVL,CEPVL,chemical,3
URYVL,CEPshVL,chemical,1
URYVL,IL1VL,chemical,1
URYVL,OLLL,chemical,9
URYVL,OLQVL,chemical,9
URYVL,RIAL,chemical,2
URYVL,RIBL,chemical,9
URYVL,RID,chemical,4
URYVL,RIH,chemical,2
URYVL,RIS,chemical,1
URYVL,RMDDL,chemical,23
URYVL,RMDVR,chemical,17
URYVL,SIBVL,chemical,1
URYVL,SIBVR,chemical,4
URYVL,SMDVR,chemical,13
URYVL,URXL,chemical,2
URYVR,ADAR,chemical,1
URYVR,AVAL,chemical,2
URYVR,AVBL,chemical,5
URYVR,AVEL,chemical,26
URYVR,AVL,chemical,5
URYVR,CEPVR,chemical,1
URYVR,IL1VR,chemical,3
URYVR,RIAR,chemical,2
URYVR,RIBR,chemical,19
URYVR,RMDDR,chemical,32
URYVR,RMDL,chemical,2
URYVR,RMDVL,chemical,19
URYVR,SIBDR,chemical,4
URYVR,SIBVL,chemical,5
URYVR,SMBDR,chemical,1
URYVR,SMDVL,chemical,11
VA1,DA2,chemical,1
VA1,DD1,chemical,12
VA1,MVL07,chemical,13
VA1,MVL08,chemical,1
VA1,MVR07,chemical,2
VA1,MVR08,chemical,2
VA1,VD1,chemical,3
VA10,AS10,chemical,1
VA10,AS6,chemical,3
VA10,AS7,chemical,6
VA10,DD5,chemical,9
VA10,DD6,chemical,9
VA10,MVL18,chemical,3
VA10,MVL19,chemical,4
VA10,MVL20,chemical,4
VA10,MVR18,chemical,3
VA10,MVR19,chemical,3
VA10,MVR20,chemical,3
VA10,MVR21,chemical,2
VA10,VB8,chemical,1
VA10,VB9,chemical,1
VA10,VD10,chemical,2
VA10,VD11,chemical,3
VA10,VD12,chemical,3
VA10,hyp,chemical,1
VA11,AS7,chemical,2
VA11,AS8,chemical,10
VA11,AS9,chemical,1
VA11,DD6,chemical,19
VA11,MVL19,chemical,2
VA11,MVL20,chemical,7
VA11,MVL21,chemical,4
VA11,MVR20,chemical,12
VA11,MVR21,chemical,3
VA11,MVR22,chemical,3
VA11,MVR23,chemical,2
VA11,PVNR,chemical,1
VA11,VB10,chemical,6
VA11,VD11,chemical,5
VA11,VD12,chemical,3
VA12,AS10,chemical,6
VA12,AS11,chemical,6
VA12,AS8,chemical,2
VA12,AS9,chemical,8
VA12,AVAL,chemical,3
VA12,DA8,chemical,9
VA12,DA9,chemical,17
VA12,DB7,chemical,10
VA12,DD6,chemical,2
VA12,LUAL,chemical,2
VA12,MVL21,chemical,8
VA12,MVL22,chemical,4
VA12,MVL23,chemical,4
VA12,MVR21,chemical,9
VA12,MVR22,chemical,3
VA12,MVR23,chemical,4
VA12,MVR24,chemical,4
VA12,PHCR,chemical,1
VA12,PVCL,chemical,3
VA12,PVCR,chemical,4
VA12,VA11,chemical,4
VA12,VB11,chemical,4
VA12,VD12,chemical,7
VA12,VD13,chemical,12
VA12,hyp,chemical,2
VA2,AVAL,chemical,1
VA2,DD1,chemical,20
VA2,MVL07,chemical,1
VA2,MVL08,chemical,10
VA2,MVL09,chemical,3
VA2,MVR07,chemical,5
VA2,MVR08,chemical,7
VA2,MVR09,chemical,5
VA2,VA1,chemical,2
VA2,VA3,chemical,2
VA2,VB1,chemical,1
VA2,VB2,chemical,1
VA2,VD1,chemical,1
VA2,VD2,chemical,27
VA3,DD1,chemical,18
VA3,DD2,chemical,10
VA3,MVL08,chemical,1
VA3,MVL09,chemical,4
VA3,MVL10,chemical,11
VA3,MVL11,chemical,3
VA3,MVR09,chemical,3
VA3,MVR10,chemical,5
VA3,MVR11,chemical,7
VA3,VA4,chemical,2
VA3,VB2,chemical,1
VA3,VB3,chemical,3
VA3,VD2,chemical,3
VA3,VD3,chemical,11
VA4,AVAR,chemical,1
VA4,AVDL,chemical,1
VA4,AVER,chemical,1
VA4,DD2,chemical,17
VA4,MVL12,chemical,5
VA4,MVL13,chemical,3
VA4,MVR11,chemical,8
VA4,MVR12,chemical,5
VA4,MVR13,chemical,1
VA4,VB3,chemical,8
VA4,VB4,chemical,1
VA4,VD4,chemical,8
VA5,DD2,chemical,6
VA5,DD3,chemical,17
VA5,MVL12,chemical,3
VA5,MVL13,chemical,6
VA5,MVR12,chemical,6
VA5,MVR13,chemical,4
VA5,MVR14,chemical,4
VA5,VA6,chemical,2
VA5,VB4,chemical,1
VA5,VD5,chemical,9
VA6,AS1,chemical,13
VA6,AS2,chemical,1
VA6,AVAR,chemical,1
VA6,DD3,chemical,21
VA6,MVL13,chemical,2
VA6,MVL14,chemical,10
VA6,MVL15,chemical,1
VA6,MVR12,chemical,2
VA6,MVR13,chemical,1
VA6,MVR14,chemical,5
VA6,MVR15,chemical,1
VA6,VA5,chemical,2
VA6,VB4,chemical,1
VA6,VB5,chemical,7
VA6,VD5,chemical,3
VA6,VD6,chemical,6
VA7,AS1,chemical,1
VA7,AS2,chemical,10
VA7,AS3,chemical,3
VA7,DD3,chemical,3
VA7,DD4,chemical,17
VA7,MVL14,chemical,2
VA7,MVL15,chemical,8
VA7,MVL16,chemical,6
VA7,MVR14,chemical,3
VA7,MVR15,chemical,10
VA7,MVR16,chemical,2
VA7,VB6,chemical,1
VA7,VD6,chemical,2
VA7,VD7,chemical,13
VA7,vm1AR,chemical,2
VA8,AS2,chemical,1
VA8,AS3,chemical,4
VA8,AS4,chemical,11
VA8,AS5,chemical,3
VA8,DD4,chemical,9
VA8,DD5,chemical,9
VA8,MVL16,chemical,3
VA8,MVL17,chemical,4
VA8,MVL18,chemical,4
VA8,MVR14,chemical,1
VA8,MVR15,chemical,1
VA8,MVR16,chemical,3
VA8,MVR17,chemical,4
VA8,MVR18,chemical,4
VA8,VB6,chemical,1
VA8,VD7,chemical,2
VA8,VD8,chemical,3
VA8,VD9,chemical,3
VA9,AS6,chemical,5
VA9,AS7,chemical,3
VA9,DD4,chemical,6
VA9,DD5,chemical,6
VA9,DD6,chemical,6
VA9,MVL17,chemical,3
VA9,MVL18,chemical,4
VA9,MVL19,chemical,4
VA9,MVR17,chemical,3
VA9,MVR18,chemical,4
VA9,MVR19,chemical,4
VA9,VB7,chemical,1
VA9,VB8,chemical,1
VA9,VD10,chemical,3
VA9,VD11,chemical,3
VA9,VD9,chemical,2
VB1,ADAL,chemical,5
VB1,AIBR,chemical,2
VB1,DD1,chemical,1
VB1,MVL07,chemical,2
VB1,MVR07,chemical,5
VB1,MVR09,chemical,1
VB1,RIML,chemical,10
VB1,RMFL,chemical,10
VB1,SAADL,chemical,18
VB1,SAADR,chemical,5
VB1,SABD,chemical,1
VB1,SMBVL,chemical,3
VB1,VA1,chemical,7
VB1,VA2,chemical,2
VB1,VA3,chemical,2
VB1,VA4,chemical,2
VB1,VB2,chemical,1
VB1,VD1,chemical,4
VB1,VD2,chemical,2
VB1,hyp,chemical,1
VB10,DD6,chemical,19
VB10,MVL19,chemical,1
VB10,MVL20,chemical,18
VB10,MVL21,chemical,4
VB10,MVL22,chemical,1
VB10,MVR20,chemical,8
VB10,MVR21,chemical,1
VB10,MVR22,chemical,4
VB10,PVT,chemical,1
VB10,VA11,chemical,3
VB10,VD11,chemical,7
VB10,VD12,chemical,6
VB11,DD6,chemical,19
VB11,MVL21,chemical,7
VB11,MVL22,chemical,4
VB11,MVL23,chemical,4
VB11,MVR21,chemical,30
VB11,MVR22,chemical,4
VB11,MVR23,chemical,4
VB11,PVCR,chemical,1
VB11,PVWL,chemical,1
VB11,PVWR,chemical,1
VB11,VA12,chemical,5
VB11,VD12,chemical,2
VB11,VD13,chemical,22
VB2,AVEL,chemical,1
VB2,DD1,chemical,30
VB2,DD2,chemical,1
VB2,MVL08,chemical,2
VB2,MVL09,chemical,14
VB2,MVL10,chemical,4
VB2,MVL11,chemical,1
VB2,MVR08,chemical,6
VB2,MVR10,chemical,10
VB2,MVR11,chemical,6
VB2,VA2,chemical,5
VB2,VA3,chemical,11
VB2,VC2,chemical,1
VB2,VD2,chemical,14
VB2,VD3,chemical,4
VB3,DD2,chemical,36
VB3,MVL10,chemical,1
VB3,MVL11,chemical,8
VB3,MVL12,chemical,8
VB3,MVL13,chemical,3
VB3,MVR10,chemical,4
VB3,MVR11,chemical,6
VB3,MVR12,chemical,8
VB3,MVR13,chemical,4
VB3,VA4,chemical,10
VB3,VA5,chemical,1
VB3,VD3,chemical,4
VB3,VD4,chemical,6
VB4,AVG,chemical,1
VB4,DD2,chemical,7
VB4,DD3,chemical,13
VB4,MVL12,chemical,3
VB4,MVL13,chemical,5
VB4,MVR12,chemical,3
VB4,MVR13,chemical,3
VB4,MVR14,chemical,4
VB4,VA4,chemical,1
VB4,VA5,chemical,1
VB4,VB5,chemical,1
VB4,VD4,chemical,1
VB4,VD5,chemical,3
VB5,DD3,chemical,34
VB5,MVL12,chemical,3
VB5,MVL13,chemical,1
VB5,MVL14,chemical,8
VB5,MVL15,chemical,7
VB5,MVR13,chemical,7
VB5,MVR14,chemical,6
VB5,MVR15,chemical,1
VB5,MVR16,chemical,1
VB5,VA6,chemical,2
VB5,VD6,chemical,10
VB6,DD4,chemical,32
VB6,DVA,chemical,1
VB6,MVL15,chemical,4
VB6,MVL16,chemical,3
VB6,MVL17,chemical,1
VB6,MVR14,chemical,6
VB6,MVR15,chemical,12
VB6,MVR16,chemical,4
VB6,MVR17,chemical,1
VB6,PVNR,chemical,1
VB6,VA7,chemical,3
VB6,VA8,chemical,2
VB6,VB7,chemical,1
VB6,VD6,chemical,1
VB6,VD7,chemical,22
VB6,vm1AR,chemical,1
VB7,DD4,chemical,11
VB7,DD5,chemical,29
VB7,MVL16,chemical,4
VB7,MVL17,chemical,4
VB7,MVL18,chemical,4
VB7,MVR16,chemical,4
VB7,MVR17,chemical,4
VB7,MVR18,chemical,4
VB7,VA10,chemical,1
VB7,VA9,chemical,1
VB7,VD8,chemical,5
VB7,VD9,chemical,6
VB8,DD5,chemical,10
VB8,DD6,chemical,19
VB8,MVL18,chemical,4
VB8,MVL19,chemical,4
VB8,MVL20,chemical,4
VB8,MVR18,chemical,4
VB8,MVR19,chemical,4
VB8,MVR20,chemical,4
VB8,VA11,chemical,2
VB8,VD10,chemical,6
VB8,VD9,chemical,5
VB9,DD5,chemical,10
VB9,DD6,chemical,19
VB9,MVL19,chemical,4
VB9,MVL20,chemical,4
VB9,MVL21,chemical,4
VB9,MVR19,chemical,4
VB9,MVR20,chemical,4
VB9,MVR21,chemical,4
VB9,VA11,chemical,2
VB9,VD10,chemical,5
VB9,VD11,chemical,6
VC1,AVFL,chemical,1
VC1,AVL,chemical,2
VC1,DD1,chemical,6
VC1,DD2,chemical,8
VC1,DD3,chemical,8
VC1,DVC,chemical,1
VC1,MVL07,chemical,1
VC1,MVL09,chemical,1
VC1,MVL11,chemical,1
VC1,MVR12,chemical,3
VC1,PVPR,chemical,1
VC1,PVT,chemical,4
VC1,VC2,chemical,4
VC1,VC3,chemical,2
VC1,VD1,chemical,5
VC1,VD2,chemical,1
VC1,VD3,chemical,2
VC1,VD4,chemical,4
VC1,VD5,chemical,4
VC1,VD6,chemical,1
VC1,hyp,chemical,1
VC2,DB4,chemical,1
VC2,DD1,chemical,6
VC2,DD2,chemical,4
VC2,DD3,chemical,8
VC2,DVC,chemical,3
VC2,MVL08,chemical,2
VC2,MVL09,chemical,4
VC2,MVL11,chemical,1
VC2,MVL13,chemical,1
VC2,MVL14,chemical,3
VC2,MVR08,chemical,1
VC2,MVR09,chemical,2
VC2,MVR11,chemical,1
VC2,MVR12,chemical,1
VC2,MVR13,chemical,3
VC2,PVCL,chemical,1
VC2,PVPR,chemical,1
VC2,PVQR,chemical,1
VC2,PVT,chemical,6
VC2,VC1,chemical,3
VC2,VC3,chemical,4
VC2,VD1,chemical,2
VC2,VD2,chemical,3
VC2,VD4,chemical,6
VC2,VD5,chemical,4
VC2,VD6,chemical,2
VC3,AVBL,chemical,1
VC3,AVJL,chemical,1
VC3,AVL,chemical,1
VC3,DD1,chemical,1
VC3,DD2,chemical,3
VC3,DD3,chemical,5
VC3,DD4,chemical,16
VC3,HSNR,chemical,1
VC3,MVL11,chemical,1
VC3,MVL12,chemical,1
VC3,MVL13,chemical,1
VC3,MVL14,chemical,1
VC3,MVL15,chemical,3
VC3,MVL16,chemical,2
VC3,MVR11,chemical,2
VC3,MVR13,chemical,1
VC3,MVR15,chemical,2
VC3,PVNR,chemical,1
VC3,PVPR,chemical,2
VC3,PVQR,chemical,2
VC3,PVT,chemical,5
VC3,SABVL,chemical,1
VC3,VB2,chemical,1
VC3,VB4,chemical,1
VC3,VC1,chemical,5
VC3,VC2,chemical,2
VC3,VD1,chemical,2
VC3,VD2,chemical,1
VC3,VD3,chemical,2
VC3,VD4,chemical,3
VC3,VD5,chemical,3
VC3,VD6,chemical,5
VC3,VD7,chemical,8
VC4,AVBR,chemical,1
VC4,AVHR,chemical,1
VC4,MVL16,chemical,1
VC4,MVR16,chemical,3
VC4,VC3,chemical,1
VC4,VC5,chemical,2
VC4,vm2AL,chemical,2
VC4,vm2AR,chemical,3
VC4,vm2PL,chemical,2
VC4,vm2PR,chemical,2
VC5,AVFL,chemical,2
VC5,AVFR,chemical,1
VC5,DVC,chemical,3
VC5,HSNL,chemical,1
VC5,HSNR,chemical,3
VC5,MVL15,chemical,4
VC5,MVL16,chemical,1
VC5,PVR,chemical,1
VC5,PVT,chemical,1
VC5,VC4,chemical,4
VC5,VC5,chemical,6
VC5,vm2AL,chemical,2
VC5,vm2AR,chemical,2
VC5,vm2PL,chemical,3
VC5,vm2PR,chemical,2
VC6,AVG,chemical,2
VC6,AVL,chemical,4
VC6,DD6,chemical,6
VC6,MVL17,chemical,2
VC6,MVR17,chemical,2
VC6,MVR20,chemical,1
VC6,PVNR,chemical,4
VC6,VD11,chemical,10
VC6,VD12,chemical,7
VD1,DD1,chemical,2
VD1,MVL07,chemical,11
VD1,MVL08,chemical,3
VD1,VA1,chemical,8
VD1,VB1,chemical,5
VD10,MVL18,chemical,4
VD10,MVL19,chemical,4
VD10,MVL20,chemical,4
VD10,MVR19,chemical,4
VD10,MVR20,chemical,4
VD10,MVR21,chemical,4
VD10,VA10,chemical,2
VD10,VB9,chemical,1
VD11,AVAR,chemical,2
VD11,DD6,chemical,2
VD11,MVL19,chemical,4
VD11,MVL20,chemical,5
VD11,MVL21,chemical,4
VD11,MVR20,chemical,4
VD11,MVR21,chemical,4
VD11,MVR22,chemical,4
VD11,PVT,chemical,1
VD11,VA11,chemical,2
VD11,VB10,chemical,1
VD12,DD6,chemical,2
VD12,MVL20,chemical,4
VD12,MVL21,chemical,15
VD12,MVL22,chemical,4
VD12,MVR20,chemical,2
VD12,MVR21,chemical,4
VD12,MVR22,chemical,4
VD12,MVR23,chemical,4
VD12,VA11,chemical,3
VD12,VA12,chemical,13
VD12,VB11,chemical,1
VD12,VC6,chemical,1
VD13,AVAR,chemical,2
VD13,DD6,chemical,3
VD13,MDR22,chemical,3
VD13,MVL19,chemical,1
VD13,MVL21,chemical,5
VD13,MVL22,chemical,4
VD13,MVL23,chemical,4
VD13,MVR21,chemical,10
VD13,MVR22,chemical,4
VD13,MVR23,chemical,4
VD13,MVR24,chemical,4
VD13,PVCR,chemical,1
VD13,PVWL,chemical,1
VD13,VA12,chemical,11
VD13,VD12,chemical,1
VD13,VD13,chemical,2
VD2,AS1,chemical,1
VD2,AVEL,chemical,1
VD2,DD1,chemical,1
VD2,MVL07,chemical,2
VD2,MVL08,chemical,8
VD2,MVL09,chemical,12
VD2,MVR07,chemical,3
VD2,MVR08,chemical,12
VD2,MVR09,chemical,5
VD2,VA2,chemical,12
VD2,VB2,chemical,4
VD3,DD1,chemical,6
VD3,MVL10,chemical,6
VD3,MVL11,chemical,8
VD3,MVR10,chemical,6
VD3,MVR11,chemical,12
VD3,VA3,chemical,4
VD3,VB2,chemical,2
VD3,VB3,chemical,1
VD4,MVL12,chemical,5
VD4,MVL13,chemical,6
VD4,MVR11,chemical,4
VD4,MVR12,chemical,4
VD4,MVR13,chemical,3
VD4,VA4,chemical,1
VD4,VB3,chemical,2
VD5,AVAR,chemical,1
VD5,DD3,chemical,1
VD5,MVL12,chemical,4
VD5,MVL13,chemical,7
VD5,MVL14,chemical,1
VD5,MVR12,chemical,3
VD5,MVR13,chemical,10
VD5,VA5,chemical,2
VD5,VA6,chemical,1
VD5,VB1,chemical,1
VD5,VB4,chemical,2
VD6,AVAL,chemical,1
VD6,DD3,chemical,6
VD6,MVL13,chemical,1
VD6,MVL14,chemical,10
VD6,MVL15,chemical,3
VD6,MVL16,chemical,1
VD6,MVR13,chemical,4
